id,label,sentence,label_des,true_label,pred_label,true_label_des,pred_label_des,true_prob,pred_prob,prob_gap,is_correct
10151,105,退换我得多少运费,买家咨询退换货运费由谁承担,105,113,买家咨询退换货运费由谁承担,买家咨询运费金额,0.17071697115898132,0.3344363868236542,0.16371941566467285,False
10154,60,是不是双11直接可以用津贴,买家咨询活动规则,60,41,买家咨询活动规则,买家要求补偿,0.07234000414609909,0.11638770997524261,0.044047705829143524,False
10156,49,亲，这款地址错了,买家要求修改收件信息,49,4,买家要求修改收件信息,买家表示地址正确,0.04318641126155853,0.17263469099998474,0.1294482797384262,False
10157,48,亲 订单有运费的是收到货返吗？,买家要求退运费,48,57,买家要求退运费,买家咨询返现金额,0.0513819195330143,0.23847125470638275,0.18708933517336845,False
10158,3,第二件半价有没有,买家表示不想要了,3,62,买家表示不想要了,买家咨询买多件能否优惠,0.002109380206093192,0.13304685056209564,0.13093747035600245,False
10159,97,亲亲帮我发申通快递哈,买家咨询是否可以指定快递,97,106,买家咨询是否可以指定快递,买家咨询退换货支持快递,0.19049721956253052,0.3424535095691681,0.15195629000663757,False
10160,22,请拒绝我的退款申请！,买家表示需要退货退款,22,46,买家表示需要退货退款,买家要求取消退换货退款,0.1257123500108719,0.2282368689775467,0.1025245189666748,False
10162,72,多谢你了！！！,买家咨询如何下单,72,7,买家咨询如何下单,买家表示麻烦卖家，表达感谢,0.0009547072113491595,0.5647040009498596,0.5637492937385105,False
10163,49,地址错了可以改下吗？,买家要求修改收件信息,49,37,买家要求修改收件信息,买家确认地址是否修改成功,0.11515185981988907,0.18401017785072327,0.0688583180308342,False
10164,50,这件要延迟发货是吗,买家要求延迟发货,50,51,买家要求延迟发货,买家要求延长收货时间,0.07243543118238449,0.582969069480896,0.5105336382985115,False
10167,29,再不发要退货了哦,买家催促发货,29,46,买家催促发货,买家要求取消退换货退款,0.0774373859167099,0.22436490654945374,0.14692752063274384,False
10168,95,座椅是什么材质,买家咨询是否可以拒收,95,77,买家咨询是否可以拒收,买家咨询商品的材质/面料,0.0015256718033924699,0.39620572328567505,0.3946800514822826,False
10172,33,早点睡奥，晚安,买家发送结束语,33,28,买家发送结束语,买家表示再看看,0.050674114376306534,0.09741843491792679,0.046744320541620255,False
10173,49,我可不可以改下手机号,买家要求修改收件信息,49,43,买家要求修改收件信息,买家要求改商品信息,0.1600145697593689,0.19310912489891052,0.033094555139541626,False
10175,105,这个会之后返还运费是吗,买家咨询退换货运费由谁承担,105,48,买家咨询退换货运费由谁承担,买家要求退运费,0.09015508741140366,0.21776887774467468,0.12761379033327103,False
10177,86,我是湖北的，可以指定快递吗？,买家咨询商品是否有赠品,86,97,买家咨询商品是否有赠品,买家咨询是否可以指定快递,0.004142425488680601,0.4046819806098938,0.4005395551212132,False
10179,47,1斤多少钱,买家要求添加商家微信,47,113,买家要求添加商家微信,买家咨询运费金额,0.0023565248120576143,0.3463568389415741,0.3440003141295165,False
10183,38,你先别发货呢,买家讨价还价,38,50,买家讨价还价,买家要求延迟发货,0.0022873044945299625,0.37580540776252747,0.3735181032679975,False
10185,79,怎么领券,买家咨询商品规格数量,79,71,买家咨询商品规格数量,买家咨询如何领取优惠券,0.0010547932470217347,0.5653590559959412,0.5643042627489194,False
10187,78,是买一套送一套,买家咨询商品的色差问题,78,60,买家咨询商品的色差问题,买家咨询活动规则,0.001959483604878187,0.1788996309041977,0.1769401472993195,False
10189,13,老板 这俩有什么区别呀,买家表示商品已经寄回去了,13,82,买家表示商品已经寄回去了,买家咨询商品区别,0.011069964617490768,0.2955755889415741,0.28450562432408333,False
10191,33,你好，有开专票吗？,买家发送结束语,33,67,买家发送结束语,买家咨询能否开发票及发票类型和寄送时间,0.00472033629193902,0.36714017391204834,0.3624198376201093,False
10192,86,……上次买普通快递好慢,买家咨询商品是否有赠品,86,20,买家咨询商品是否有赠品,买家表示物流太慢了,0.007453219965100288,0.3805602490901947,0.3731070291250944,False
10194,60,这件双十一最低多少,买家咨询活动规则,60,38,买家咨询活动规则,买家讨价还价,0.035282570868730545,0.3402164876461029,0.30493391677737236,False
10198,70,快递可以寄中通吗,买家咨询如何加入会员,70,106,买家咨询如何加入会员,买家咨询退换货支持快递,0.0010326395276933908,0.4481782615184784,0.447145621990785,False
10199,39,非常抱歉你们的衣服很好,买家向商家表达不好意思,39,2,买家向商家表达不好意思,买家表达赞美/满意,0.13147087395191193,0.18257200717926025,0.05110113322734833,False
10200,99,老顾客了哦  有优惠吗,买家咨询是否有活动,99,62,买家咨询是否有活动,买家咨询买多件能否优惠,0.15069226920604706,0.17378343641757965,0.023091167211532593,False
10203,108,175拍不了是灰色,买家咨询退款金额,108,19,买家咨询退款金额,买家表示无法下单,0.001934556756168604,0.47476518154144287,0.47283062478527427,False
10205,48,现在能买到双十二价格吗,买家要求退运费,48,80,买家要求退运费,买家咨询商品价格,0.0036440540570765734,0.19665266573429108,0.1930086116772145,False
10208,76,发货是哪啊,买家咨询商品产地,76,73,买家咨询商品产地,买家咨询商家发货地,0.0048057688400149345,0.27895182371139526,0.27414605487138033,False
10213,91,希望尽早发货,买家咨询什么颜色好看,91,29,买家咨询什么颜色好看,买家催促发货,0.007660099770873785,0.37509581446647644,0.36743571469560266,False
10214,25,拍1送3送什么,买家表示已下单付款,25,86,买家表示已下单付款,买家咨询商品是否有赠品,0.002412044210359454,0.28379103541374207,0.2813789912033826,False
10215,4,怎还不发货滴,买家表示地址正确,4,29,买家表示地址正确,买家催促发货,0.0031008797232061625,0.40217307209968567,0.3990721923764795,False
10220,60,你们没有参加双十二的跨店满减？,买家咨询活动规则,60,99,买家咨询活动规则,买家咨询是否有活动,0.10676036775112152,0.21005889773368835,0.10329852998256683,False
10223,63,还没查到,买家咨询哪款更好,63,111,买家咨询哪款更好,买家咨询物流信息,0.0038398182950913906,0.3865128755569458,0.3826730572618544,False
10232,1,嗯，我介意,买家表达不满/生气,1,28,买家表达不满/生气,买家表示再看看,0.09771709144115448,0.11482328176498413,0.01710619032382965,False
10235,27,拖着是什么意思,买家表示有疑问/不理解,27,58,买家表示有疑问/不理解,买家咨询返现时间,0.0021388086024671793,0.05364175885915756,0.05150295025669038,False
10236,69,那毛衣我申请退款重拍吧,买家咨询偏远地区是否发货,69,22,买家咨询偏远地区是否发货,买家表示需要退货退款,0.0010118706850335002,0.3084426522254944,0.3074307815404609,False
10238,27,你好，快递已经给你寄过去了。注意查收。,买家表示有疑问/不理解,27,13,买家表示有疑问/不理解,买家表示商品已经寄回去了,0.0011295357253402472,0.4820111095905304,0.48088157386519015,False
10242,16,请问一下可以给我发邮政吗,买家表示收件信息不需要修改了,16,97,买家表示收件信息不需要修改了,买家咨询是否可以指定快递,0.0038140069227665663,0.3137262761592865,0.30991226923651993,False
10245,2,运费什么时候退回来？,买家表达赞美/满意,2,48,买家表达赞美/满意,买家要求退运费,0.001128885429352522,0.3927580416202545,0.391629156190902,False
10247,49,还能更改地址吗？,买家要求修改收件信息,49,16,买家要求修改收件信息,买家表示收件信息不需要修改了,0.1971673220396042,0.22500385344028473,0.027836531400680542,False
10253,0,发票什么时候可以开出来呢,买家抱怨商品涨价了,0,67,买家抱怨商品涨价了,买家咨询能否开发票及发票类型和寄送时间,0.0022699646651744843,0.3801492154598236,0.3778792507946491,False
10256,86,亲，质保多少时间,买家咨询商品是否有赠品,86,87,买家咨询商品是否有赠品,买家咨询商品是否有质保，质保多久,0.0008943885331973433,0.6633417010307312,0.6624473124975339,False
10257,15,不好意思，我又来了,买家表示是老顾客,15,39,买家表示是老顾客,买家向商家表达不好意思,0.003544987877830863,0.5523480176925659,0.548803029814735,False
10258,107,买两袋送杯子跟勺子对吧,买家咨询退货退款原因选什么,107,86,买家咨询退货退款原因选什么,买家咨询商品是否有赠品,0.010158611461520195,0.4808196723461151,0.4706610608845949,False
10259,44,我说了呀，这衣服还不错，可以,买家要求改运费,44,2,买家要求改运费,买家表达赞美/满意,0.004593024030327797,0.43456795811653137,0.4299749340862036,False
10264,115,多会发货,买家咨询赠品何时发货,115,54,买家咨询赠品何时发货,买家咨询发货时间,0.0025498801842331886,0.3093518316745758,0.3068019514903426,False
10265,44,我今天买顺丰27号能到吗,买家要求改运费,44,53,买家要求改运费,买家咨询到货时间,0.0018638885812833905,0.7524491548538208,0.7505852662725374,False
10269,30,亲，这个味道大么,买家催促回复,30,102,买家催促回复,买家咨询是否有味道,0.005578272044658661,0.6031469702720642,0.5975686982274055,False
10273,43,1250克的多少个,买家要求改商品信息,43,79,买家要求改商品信息,买家咨询商品规格数量,0.002528709825128317,0.4470137059688568,0.4444849961437285,False
10274,1,真服了你们了，这售后,买家表达不满/生气,1,2,买家表达不满/生气,买家表达赞美/满意,0.09850877523422241,0.12502481043338776,0.026516035199165344,False
10277,29,但已经穿了一天了,买家催促发货,29,15,买家催促发货,买家表示是老顾客,0.06343154609203339,0.07510988414287567,0.011678338050842285,False
10279,41,我想在买一箱，这个发河南的货能不能给我发邮政快递,买家要求补偿,41,97,买家要求补偿,买家咨询是否可以指定快递,0.0016906962264329195,0.31687456369400024,0.3151838674675673,False
10280,60,还有七七节跨店满300减30的活动,买家咨询活动规则,60,99,买家咨询活动规则,买家咨询是否有活动,0.16113264858722687,0.2359102964401245,0.07477764785289764,False
10283,25,我已下单了，请一定保证质量问题。,买家表示已下单付款,25,89,买家表示已下单付款,买家咨询商品质量是否有保障,0.0003292304463684559,0.7693048119544983,0.7689755815081298,False
10290,14,亲，再麻烦你一下,买家表示稍等,14,7,买家表示稍等,买家表示麻烦卖家，表达感谢,0.005183422937989235,0.520773708820343,0.5155902858823538,False
10305,117,亲  净重是带冰吗,买家咨询自己的旺旺昵称,117,77,买家咨询自己的旺旺昵称,买家咨询商品的材质/面料,0.0032970935571938753,0.28610631823539734,0.28280922467820346,False
10307,26,哪个时候发货？,买家表示优惠券无法使用,26,54,买家表示优惠券无法使用,买家咨询发货时间,0.0013195076026022434,0.4993689954280853,0.4980494878254831,False
10309,99,我拍下，能不能改下？,买家咨询是否有活动,99,94,买家咨询是否有活动,买家咨询是否可以改价,0.003043592907488346,0.3128243684768677,0.30978077556937933,False
10310,82,可三个不同色的大号吗？,买家咨询商品区别,82,91,买家咨询商品区别,买家咨询什么颜色好看,0.009393992833793163,0.0855071023106575,0.07611310947686434,False
10311,79,亲，这个15.9是多少,买家咨询商品规格数量,79,80,买家咨询商品规格数量,买家咨询商品价格,0.09084707498550415,0.2453373521566391,0.15449027717113495,False
10312,85,你看我的书到哪里了,买家咨询商品是否可以单买/单卖,85,111,买家咨询商品是否可以单买/单卖,买家咨询物流信息,0.001082305214367807,0.42486655712127686,0.42378425190690905,False
10313,7,我这边一直没有收到发票,买家表示麻烦卖家，表达感谢,7,67,买家表示麻烦卖家，表达感谢,买家咨询能否开发票及发票类型和寄送时间,0.016843218356370926,0.19833314418792725,0.18148992583155632,False
10314,60,买200克送200克是吗,买家咨询活动规则,60,80,买家咨询活动规则,买家咨询商品价格,0.14507564902305603,0.1836034506559372,0.038527801632881165,False
10322,3,双十一再说，我现在不买,买家表示不想要了,3,8,买家表示不想要了,买家表示马上下单付款,0.029866736382246017,0.1360938400030136,0.1062271036207676,False
10323,52,哎呀好烦啊,买家咨询补货/上货时间,52,1,买家咨询补货/上货时间,买家表达不满/生气,0.0027269567362964153,0.18576332926750183,0.18303637253120542,False
10324,66,拍两箱可以发两个地址吗,买家咨询能否分开/一起发货,66,103,买家咨询能否分开/一起发货,买家咨询退换货地址,0.13070373237133026,0.18596765398979187,0.05526392161846161,False
10326,31,钢制脚和尼龙脚有什么区别,买家打招呼,31,82,买家打招呼,买家咨询商品区别,0.00846325047314167,0.3248678147792816,0.31640456430613995,False
10328,57,能印字是么？,买家咨询返现金额,57,65,买家咨询返现金额,买家咨询能否定制,0.007589884102344513,0.5306532382965088,0.5230633541941643,False
10331,49,我前天查看到这个地址，今天看也是到这里,买家要求修改收件信息,49,4,买家要求修改收件信息,买家表示地址正确,0.027953218668699265,0.24103064835071564,0.21307742968201637,False
10333,60,这条裤子现在拍可以给双十一价格吗,买家咨询活动规则,60,80,买家咨询活动规则,买家咨询商品价格,0.05632565915584564,0.24053408205509186,0.18420842289924622,False
10335,10,你好，这款和152那款有什么区别呢,买家表示伤心难过,10,82,买家表示伤心难过,买家咨询商品区别,0.005570637993514538,0.35133594274520874,0.3457653047516942,False
10338,15,到哪了 /:^_^ /:^_^,买家表示是老顾客,15,111,买家表示是老顾客,买家咨询物流信息,0.007088905666023493,0.3201753497123718,0.31308644404634833,False
10342,21,看错了，和欧式的价格不一样,买家表示先买来试试,21,82,买家表示先买来试试,买家咨询商品区别,0.001104610739275813,0.25871819257736206,0.25761358183808625,False
10344,3,我这边寄过去，你收到后再给我寄回来是吗,买家表示不想要了,3,6,买家表示不想要了,买家表示具体时间寄回去,0.0019132851157337427,0.18064144253730774,0.178728157421574,False
10352,1,不满意你解决啊倒是,买家表达不满/生气,1,98,买家表达不满/生气,买家咨询是否有好评返现,0.07210327684879303,0.08041616529226303,0.008312888443470001,False
10355,88,我现在申请退款重新拍下吧,买家咨询商品是什么颜色,88,22,买家咨询商品是什么颜色,买家表示需要退货退款,0.0040140459313988686,0.48311489820480347,0.4791008522734046,False
10357,110,那要等到什么时候了,买家咨询退款时间,110,53,买家咨询退款时间,买家咨询到货时间,0.11566987633705139,0.13775086402893066,0.022080987691879272,False
10358,46,不换了，款式爸不喜欢,买家要求取消退换货退款,46,3,买家要求取消退换货退款,买家表示不想要了,0.048551060259342194,0.48153460025787354,0.43298353999853134,False
10360,12,请问你们那七xl是给谁穿的,买家表示商家发错货了,12,77,买家表示商家发错货了,买家咨询商品的材质/面料,0.003280060365796089,0.1290232241153717,0.12574316374957561,False
10362,49,改一下手机号。13042569963,买家要求修改收件信息,49,37,买家要求修改收件信息,买家确认地址是否修改成功,0.13164418935775757,0.15178605914115906,0.02014186978340149,False
10367,114,有现货吗 能发货吗,买家咨询运费险赔付规则,114,54,买家咨询运费险赔付规则,买家咨询发货时间,0.003792045870795846,0.22893905639648438,0.22514701052568853,False
10373,43,老板，换货发了吗？,买家要求改商品信息,43,59,买家要求改商品信息,买家咨询换货发货时间,0.0023669335059821606,0.40179774165153503,0.3994308081455529,False
10378,65,穿久了 不会有屎臭味吧,买家咨询能否定制,65,102,买家咨询能否定制,买家咨询是否有味道,0.0015525630442425609,0.6365044116973877,0.6349518486531451,False
10379,13,换的衣服发过去了,买家表示商品已经寄回去了,13,59,买家表示商品已经寄回去了,买家咨询换货发货时间,0.09103748947381973,0.3809630274772644,0.28992553800344467,False
10381,67,然后明天我再申请退一件吗,买家咨询能否开发票及发票类型和寄送时间,67,22,买家咨询能否开发票及发票类型和寄送时间,买家表示需要退货退款,0.0023092867340892553,0.3406040668487549,0.3382947801146656,False
10385,21,我先拍170  不合适再换吧,买家表示先买来试试,21,8,买家表示先买来试试,买家表示马上下单付款,0.03644002228975296,0.10591389983892441,0.06947387754917145,False
10386,60,什么时候是活动价,买家咨询活动规则,60,99,买家咨询活动规则,买家咨询是否有活动,0.07630957663059235,0.35034042596817017,0.2740308493375778,False
10390,63,不好修改电话号码的话就算了，直接发货吧，到时小哥送货时直接送到地址上的小店就行了,买家咨询哪款更好,63,49,买家咨询哪款更好,买家要求修改收件信息,0.0066362288780510426,0.1760212481021881,0.16938501922413707,False
10391,9,对不起，我手快拍错码了,买家表示拍错了,9,39,买家表示拍错了,买家向商家表达不好意思,0.15661871433258057,0.313023179769516,0.15640446543693542,False
10392,23,那我现在退了再买行不,买家表示要重拍,23,110,买家表示要重拍,买家咨询退款时间,0.02279774099588394,0.08086313307285309,0.05806539207696915,False
10393,92,这个衣服能早一点帮发一下吧，马上开学要走了,买家咨询是否可以打折,92,29,买家咨询是否可以打折,买家催促发货,0.003782482584938407,0.3853697180747986,0.3815872354898602,False
10399,1,我还没找你们麻烦呢,买家表达不满/生气,1,33,买家表达不满/生气,买家发送结束语,0.03296926990151405,0.1819615215063095,0.14899225160479546,False
10404,60,还是400g的才送,买家咨询活动规则,60,86,买家咨询活动规则,买家咨询商品是否有赠品,0.01829659938812256,0.39955806732177734,0.3812614679336548,False
10407,50,发票我没有收到呢,买家要求延迟发货,50,67,买家要求延迟发货,买家咨询能否开发票及发票类型和寄送时间,0.012414632365107536,0.19932116568088531,0.18690653331577778,False
10409,60,小姐姐请问店铺五元红包可以叠加津贴用吗？,买家咨询活动规则,60,112,买家咨询活动规则,买家咨询优惠券使用规则,0.03942292556166649,0.09478044509887695,0.055357519537210464,False
10412,7,您好。不好意西 搞错了。谢谢,买家表示麻烦卖家，表达感谢,7,39,买家表示麻烦卖家，表达感谢,买家向商家表达不好意思,0.01832113042473793,0.4652327597141266,0.44691162928938866,False
10415,49,如果地址错了,买家要求修改收件信息,49,4,买家要求修改收件信息,买家表示地址正确,0.08518341928720474,0.12187224626541138,0.036688826978206635,False
10416,22,你好！这个是指定快递退货退款的吗？,买家表示需要退货退款,22,106,买家表示需要退货退款,买家咨询退换货支持快递,0.04610077291727066,0.35838913917541504,0.3122883662581444,False
10417,105,有点麻烦 运费也很贵,买家咨询退换货运费由谁承担,105,113,买家咨询退换货运费由谁承担,买家咨询运费金额,0.12492144107818604,0.14579583704471588,0.020874395966529846,False
10418,97,需要修改收货地址,买家咨询是否可以指定快递,97,49,买家咨询是否可以指定快递,买家要求修改收件信息,0.0018453823868185282,0.2308330237865448,0.22898764139972627,False
10419,111,那还8折吗？,买家咨询物流信息,111,92,买家咨询物流信息,买家咨询是否可以打折,0.00297581497579813,0.6201243996620178,0.6171485846862197,False
10421,40,我可以全是老客户了,买家需要商品推荐,40,15,买家需要商品推荐,买家表示是老顾客,0.001847862615250051,0.7793474793434143,0.7774996167281643,False
10422,60,请问、双十一活动买三免一的名单在哪看,买家咨询活动规则,60,99,买家咨询活动规则,买家咨询是否有活动,0.04622792825102806,0.09011213481426239,0.04388420656323433,False
10423,10,宝贝己收到,买家表示伤心难过,10,24,买家表示伤心难过,买家表示已经收到货了,0.0028356481343507767,0.3699181377887726,0.3670824896544218,False
10427,7,这款参加买一送一的，送的是哪款,买家表示麻烦卖家，表达感谢,7,86,买家表示麻烦卖家，表达感谢,买家咨询商品是否有赠品,0.006081394385546446,0.1328236609697342,0.12674226658418775,False
10428,26,单独买,买家表示优惠券无法使用,26,85,买家表示优惠券无法使用,买家咨询商品是否可以单买/单卖,0.010444014333188534,0.3982466161251068,0.3878026017919183,False
10431,82,可以满400 减40吗,买家咨询商品区别,82,60,买家咨询商品区别,买家咨询活动规则,0.003992218989878893,0.3387363851070404,0.3347441661171615,False
