id,label,sentence,label_des,true_label,pred_label,true_label_des,pred_label_des,true_prob,pred_prob,prob_gap,is_correct,fold,review_status,review_label,review_note
4132,8,这有啥区别吗,买家表示马上下单付款,8,82,买家表示马上下单付款,买家咨询商品区别,0.00063900085,0.79150707,0.79086804,False,3,,,
291,66,这两种有什么区别？,买家咨询能否分开/一起发货,66,82,买家咨询能否分开/一起发货,买家咨询商品区别,0.0016934738,0.7908195,0.78912604,False,1,,,
2292,65,快开发票,买家咨询能否定制,65,67,买家咨询能否定制,买家咨询能否开发票及发票类型和寄送时间,0.010755728,0.79971886,0.78896314,False,2,,,
6902,82,今天能发货吗？,买家咨询商品区别,82,54,买家咨询商品区别,买家咨询发货时间,0.0011980758,0.7874868,0.78628874,False,4,,,
7664,103,请帮我发中通快递,买家咨询退换货地址,103,97,买家咨询退换货地址,买家咨询是否可以指定快递,0.0009341712,0.7865613,0.7856271,False,4,,,
4164,61,这两款有什么么区别,买家咨询快递单号,61,82,买家咨询快递单号,买家咨询商品区别,0.0012827145,0.7849995,0.7837168,False,5,,,
2660,14,尺码可以定做吗,买家表示稍等,14,65,买家表示稍等,买家咨询能否定制,0.0011546802,0.78368825,0.7825336,False,1,,,
1221,71,我发票开了,买家咨询如何领取优惠券,71,67,买家咨询如何领取优惠券,买家咨询能否开发票及发票类型和寄送时间,0.007728638,0.7898028,0.78207415,False,3,,,
3281,77,不好意思，地址错了，可以改地址吗？,买家咨询商品的材质/面料,77,49,买家咨询商品的材质/面料,买家要求修改收件信息,0.0015660744,0.7784088,0.7768428,False,4,,,
8178,65,其他快递远，可以指定韵达或者中通吗？,买家咨询能否定制,65,97,买家咨询能否定制,买家咨询是否可以指定快递,0.010249372,0.78649133,0.77624196,False,3,,,
4346,30,帮我下开发票,买家催促回复,30,67,买家催促回复,买家咨询能否开发票及发票类型和寄送时间,0.0015377586,0.77709615,0.7755584,False,5,,,
8171,91,这三样什么区别,买家咨询什么颜色好看,91,82,买家咨询什么颜色好看,买家咨询商品区别,0.000917095,0.7735062,0.77258915,False,4,,,
6205,65,发票一起开了,买家咨询能否定制,65,67,买家咨询能否定制,买家咨询能否开发票及发票类型和寄送时间,0.0067757247,0.77906615,0.7722904,False,3,,,
6278,90,质量保证吗,买家咨询商品重量,90,89,买家咨询商品重量,买家咨询商品质量是否有保障,0.005772356,0.77475256,0.7689802,False,1,,,
8995,92,亲，这个是买二送一吗,买家咨询是否可以打折,92,60,买家咨询是否可以打折,买家咨询活动规则,0.0027961356,0.7706219,0.7678258,False,1,,,
2677,65,老板开发票,买家咨询能否定制,65,67,买家咨询能否定制,买家咨询能否开发票及发票类型和寄送时间,0.00831236,0.7759688,0.76765645,False,3,,,
3287,39,买一送一减2元是啥,买家向商家表达不好意思,39,60,买家向商家表达不好意思,买家咨询活动规则,0.0007846032,0.7642442,0.7634596,False,3,,,
2239,108,申请退款？还是退货退款？,买家咨询退款金额,108,22,买家咨询退款金额,买家表示需要退货退款,0.0056116213,0.76613635,0.76052475,False,1,,,
4715,28,刺鼻不味道,买家表示再看看,28,102,买家表示再看看,买家咨询是否有味道,0.001837536,0.7608053,0.75896776,False,1,,,
2560,97,哦 可以定制啊,买家咨询是否可以指定快递,97,65,买家咨询是否可以指定快递,买家咨询能否定制,0.0129792215,0.7670136,0.7540344,False,3,,,
1329,27,一件重新拍了,买家表示有疑问/不理解,27,23,买家表示有疑问/不理解,买家表示要重拍,0.00076455344,0.75322497,0.7524604,False,4,,,
4248,46,有活动吗,买家要求取消退换货退款,46,99,买家要求取消退换货退款,买家咨询是否有活动,0.0019082709,0.75356025,0.751652,False,1,,,
700,59,您好，帮开发票,买家咨询换货发货时间,59,67,买家咨询换货发货时间,买家咨询能否开发票及发票类型和寄送时间,0.017901884,0.7675154,0.7496135,False,2,,,
2717,37,不改地址,买家确认地址是否修改成功,37,49,买家确认地址是否修改成功,买家要求修改收件信息,0.020386662,0.76997,0.74958336,False,2,,,
8614,65,退货的运费险怎么退？,买家咨询能否定制,65,114,买家咨询能否定制,买家咨询运费险赔付规则,0.0011333296,0.7492984,0.7481651,False,3,,,
9173,99,买一送一是拍一份还是两份,买家咨询是否有活动,99,60,买家咨询是否有活动,买家咨询活动规则,0.008866417,0.75628686,0.74742043,False,3,,,
8748,86,指定中通，邮政不行吗,买家咨询商品是否有赠品,86,97,买家咨询商品是否有赠品,买家咨询是否可以指定快递,0.0044466774,0.7459057,0.741459,False,1,,,
7700,105,快递麻烦帮我备注下发邮政,买家咨询退换货运费由谁承担,105,97,买家咨询退换货运费由谁承担,买家咨询是否可以指定快递,0.00587773,0.74636835,0.7404906,False,4,,,
1061,106,快递走圆通或者是邮政,买家咨询退换货支持快递,106,97,买家咨询退换货支持快递,买家咨询是否可以指定快递,0.025416242,0.7650635,0.73964727,False,1,,,
3154,60,这俩有什么区别吗,买家咨询活动规则,60,82,买家咨询活动规则,买家咨询商品区别,0.011521711,0.7510305,0.7395088,False,5,,,
2799,71,怎么申请退款,买家咨询如何领取优惠券,71,22,买家咨询如何领取优惠券,买家表示需要退货退款,0.003494611,0.74282354,0.7393289,False,5,,,
7864,86,买一送一20个吗,买家咨询商品是否有赠品,86,60,买家咨询商品是否有赠品,买家咨询活动规则,0.045387927,0.7839864,0.73859847,False,2,,,
8547,0,下单，第一个是买一送一吗？,买家抱怨商品涨价了,0,60,买家抱怨商品涨价了,买家咨询活动规则,0.0034630084,0.7417124,0.73824936,False,3,,,
7392,112,申请退货了，帮我处理一下,买家咨询优惠券使用规则,112,22,买家咨询优惠券使用规则,买家表示需要退货退款,0.0011225516,0.73897725,0.7378547,False,1,,,
4380,110,不退了，能撤销吗,买家咨询退款时间,110,46,买家咨询退款时间,买家要求取消退换货退款,0.008744528,0.7451675,0.73642296,False,2,,,
58,105,可以定制嘛？,买家咨询退换货运费由谁承担,105,65,买家咨询退换货运费由谁承担,买家咨询能否定制,0.004370994,0.739035,0.734664,False,1,,,
6337,17,地址错了,买家表示送人的,17,49,买家表示送人的,买家要求修改收件信息,0.0007345686,0.73296,0.7322254,False,5,,,
2595,84,69跟89有什么区别,买家咨询商品是不是预售款,84,82,买家咨询商品是不是预售款,买家咨询商品区别,0.0015927505,0.7337729,0.7321801,False,2,,,
23,86,我想送其他快递，我们这儿只有中通，邮政能到呢,买家咨询商品是否有赠品,86,97,买家咨询商品是否有赠品,买家咨询是否可以指定快递,0.009359602,0.7412907,0.7319311,False,4,,,
4012,115,现在需要申请退款吗,买家咨询赠品何时发货,115,22,买家咨询赠品何时发货,买家表示需要退货退款,0.0005930483,0.7298976,0.72930455,False,1,,,
9763,59,你好，椅子可以开发票吗？,买家咨询换货发货时间,59,67,买家咨询换货发货时间,买家咨询能否开发票及发票类型和寄送时间,0.012893639,0.7421284,0.72923476,False,5,,,
6,16,改的个地址,买家表示收件信息不需要修改了,16,49,买家表示收件信息不需要修改了,买家要求修改收件信息,0.013287856,0.74118274,0.7278949,False,5,,,
903,107,快递发中通吗,买家咨询退货退款原因选什么,107,97,买家咨询退货退款原因选什么,买家咨询是否可以指定快递,0.00057442853,0.7239794,0.723405,False,1,,,
2256,79,这款双11是买一赠一吗,买家咨询商品规格数量,79,60,买家咨询商品规格数量,买家咨询活动规则,0.0060981885,0.72685224,0.720754,False,3,,,
6472,28,看定位是从杭州发货的,买家表示再看看,28,73,买家表示再看看,买家咨询商家发货地,0.004302862,0.7239776,0.71967477,False,1,,,
5760,112,和这款比有什么区别啊,买家咨询优惠券使用规则,112,82,买家咨询优惠券使用规则,买家咨询商品区别,0.015902583,0.73553336,0.7196308,False,4,,,
611,29,拍错了 麻烦同意一下退款申请,买家催促发货,29,22,买家催促发货,买家表示需要退货退款,0.008271525,0.7238172,0.7155457,False,3,,,
837,37,今天拍，什么时候能发货啊,买家确认地址是否修改成功,37,54,买家确认地址是否修改成功,买家咨询发货时间,0.00087471504,0.71542096,0.71454626,False,5,,,
4783,88,这款跟14元的有什么区别,买家咨询商品是什么颜色,88,82,买家咨询商品是什么颜色,买家咨询商品区别,0.0032421635,0.71608967,0.71284753,False,3,,,
6309,58,这个买一送一什么意思,买家咨询返现时间,58,60,买家咨询返现时间,买家咨询活动规则,0.0016746979,0.7141949,0.7125202,False,1,,,
4819,37,请问这是买一送一？,买家确认地址是否修改成功,37,60,买家确认地址是否修改成功,买家咨询活动规则,0.0010368857,0.7128861,0.7118492,False,3,,,
9569,72,你们这种态度真的太过分了,买家咨询如何下单,72,1,买家咨询如何下单,买家表达不满/生气,0.0015988401,0.7134083,0.71180946,False,4,,,
1711,92,咱们店参加双十一跨店满减活动了吗,买家咨询是否可以打折,92,60,买家咨询是否可以打折,买家咨询活动规则,0.004832767,0.7149684,0.71013564,False,1,,,
8275,47,床笠的和床单款有什么不一样,买家要求添加商家微信,47,82,买家要求添加商家微信,买家咨询商品区别,0.0059896847,0.71427643,0.70828676,False,4,,,
8451,72,明天能发货吗,买家咨询如何下单,72,54,买家咨询如何下单,买家咨询发货时间,0.0017265414,0.70828134,0.7065548,False,3,,,
6197,37,这个多重,买家确认地址是否修改成功,37,90,买家确认地址是否修改成功,买家咨询商品重量,0.0013886429,0.7052974,0.70390874,False,5,,,
6909,30,你好，床单款和床笠款有什么区别？,买家催促回复,30,82,买家催促回复,买家咨询商品区别,0.001779153,0.70561844,0.7038393,False,2,,,
4890,106,发西藏邮政快递不,买家咨询退换货支持快递,106,97,买家咨询退换货支持快递,买家咨询是否可以指定快递,0.011600644,0.71342766,0.701827,False,4,,,
2877,77,有盒子包装吗？,买家咨询商品的材质/面料,77,75,买家咨询商品的材质/面料,买家咨询商品包装,0.0064692786,0.705342,0.69887275,False,1,,,
9650,32,今天买大概能发货吗,买家对特定款式/颜色表达喜好,32,54,买家对特定款式/颜色表达喜好,买家咨询发货时间,0.0017039926,0.70007396,0.69837,False,5,,,
94,73,能发可以给我发中通快递吗,买家咨询商家发货地,73,97,买家咨询商家发货地,买家咨询是否可以指定快递,0.004567309,0.7026432,0.6980759,False,1,,,
9382,90,一斤有多少个,买家咨询商品重量,90,79,买家咨询商品重量,买家咨询商品规格数量,0.054020498,0.74838245,0.6943619,False,1,,,
1674,79,500g买一送一啊,买家咨询商品规格数量,79,60,买家咨询商品规格数量,买家咨询活动规则,0.050395843,0.7391592,0.6887634,False,4,,,
395,65,可以开电子发票不呢,买家咨询能否定制,65,67,买家咨询能否定制,买家咨询能否开发票及发票类型和寄送时间,0.029239908,0.71789443,0.68865454,False,2,,,
2240,37,地址改下门号,买家确认地址是否修改成功,37,49,买家确认地址是否修改成功,买家要求修改收件信息,0.035476357,0.7139964,0.6785201,False,1,,,
4507,86,这个买一送一是怎么送啊,买家咨询商品是否有赠品,86,60,买家咨询商品是否有赠品,买家咨询活动规则,0.091972984,0.76912904,0.67715603,False,4,,,
8047,50,快点发货吖,买家要求延迟发货,50,29,买家要求延迟发货,买家催促发货,0.033061784,0.7039052,0.6708434,False,4,,,
5733,60,这款和209那款有什么区别,买家咨询活动规则,60,82,买家咨询活动规则,买家咨询商品区别,0.04455235,0.7035578,0.65900546,False,5,,,
6440,86,买一送二,买家咨询商品是否有赠品,86,60,买家咨询商品是否有赠品,买家咨询活动规则,0.06926552,0.7218028,0.6525372,False,3,,,
49,86,这俩买一送一,买家咨询商品是否有赠品,86,60,买家咨询商品是否有赠品,买家咨询活动规则,0.07036795,0.72189736,0.65152943,False,3,,,
186,60,请问十一有活动吗,买家咨询活动规则,60,99,买家咨询活动规则,买家咨询是否有活动,0.07445959,0.7016863,0.6272267,False,4,,,
